shift,A,cluster,peaks,Hs
0.985387,19.7971838,c1,2,3
0.985555,17.17225866,c1,2,3
0.985723,15.0641241,c1,2,3
0.985891,13.36972875,c1,2,3
0.986058,12.00143147,c1,2,3
0.986226,10.88919239,c1,2,3
0.986394,9.977943647,c1,2,3
0.986562,9.224448956,c1,2,3
0.986729,8.593286689,c1,2,3
0.986897,8.055608303,c1,2,3
0.987065,7.586509107,c1,2,3
0.987233,7.169724369,c1,2,3
0.987401,6.795226479,c1,2,3
0.987568,6.456362016,c1,2,3
0.987736,6.149508479,c1,2,3
0.987904,5.871839441,c1,2,3
0.988072,5.619162735,c1,2,3
0.988239,5.386161464,c1,2,3
0.988407,5.17006763,c1,2,3
0.988575,4.969354815,c1,2,3
0.988743,4.785176962,c1,2,3
0.98891,4.621529046,c1,2,3
0.989078,4.481106031,c1,2,3
0.989246,4.366113554,c1,2,3
0.989414,4.279524109,c1,2,3
0.989581,4.222995574,c1,2,3
0.989749,4.19859482,c1,2,3
0.989917,4.208965688,c1,2,3
0.990085,4.255116051,c1,2,3
0.990252,4.337440294,c1,2,3
0.99042,4.455229985,c1,2,3
0.990588,4.605505324,c1,2,3
0.990756,4.784892128,c1,2,3
0.990924,4.98949767,c1,2,3
0.991091,5.210236485,c1,2,3
0.991259,5.437300069,c1,2,3
0.991427,5.665020961,c1,2,3
0.991595,5.89017835,c1,2,3
0.991762,6.112041892,c1,2,3
0.99193,6.33218913,c1,2,3
0.992098,6.555316165,c1,2,3
0.992266,6.786133711,c1,2,3
0.992433,7.028220447,c1,2,3
0.992601,7.288631484,c1,2,3
0.992769,7.577160719,c1,2,3
0.992937,7.905741955,c1,2,3
0.993104,8.28990228,c1,2,3
0.993272,8.74731599,c1,2,3
0.99344,9.300550678,c1,2,3
0.993608,9.978381852,c1,2,3
0.993776,10.81221425,c1,2,3
0.993943,11.84002571,c1,2,3
0.994111,13.10717051,c1,2,3
0.994279,14.67631206,c1,2,3
0.994447,16.62618133,c1,2,3
0.994614,19.05639707,c1,2,3
0.994782,22.08724675,c1,2,3
0.99495,25.86406859,c1,2,3
0.995118,30.54454361,c1,2,3
0.995285,36.27043134,c1,2,3
0.995453,43.12155826,c1,2,3
0.995621,51.05833978,c1,2,3
0.995789,59.85626853,c1,2,3
0.995956,69.06223982,c1,2,3
0.996124,78.02325412,c1,2,3
0.996292,86.00882254,c1,2,3
0.99646,92.40078293,c1,2,3
0.996628,96.85076175,c1,2,3
0.996795,99.32370255,c1,2,3
0.996963,100,c1,2,3
0.997131,99.1148245,c1,2,3
0.997299,96.81643563,c1,2,3
0.997466,93.12893472,c1,2,3
0.997634,88.02968113,c1,2,3
0.997802,81.58002366,c1,2,3
0.99797,74.01878442,c1,2,3
0.998137,65.76941616,c1,2,3
0.998305,57.35031624,c1,2,3
0.998473,49.25505032,c1,2,3
0.998641,41.85251457,c1,2,3
0.998808,35.35304772,c1,2,3
0.998976,29.82216152,c1,2,3
0.999144,25.22260849,c1,2,3
0.999312,21.46032047,c1,2,3
0.999479,18.41515607,c1,2,3
0.999647,15.96135026,c1,2,3
0.999815,13.98372796,c1,2,3
0.999983,12.38383897,c1,2,3
1.00015,11.08214896,c1,2,3
1.00032,10.01614058,c1,2,3
1.00049,9.134470721,c1,2,3
1.00065,8.396313229,c1,2,3
1.00082,7.767561093,c1,2,3
1.00099,7.221352303,c1,2,3
1.00116,6.735031624,c1,2,3
1.00132,6.291362966,c1,2,3
1.00149,5.880304115,c1,2,3
1.00166,5.495347716,c1,2,3
1.00183,5.133652737,c1,2,3
1.002,4.793561298,c1,2,3
1.00216,4.474021706,c1,2,3
1.00233,4.172587312,c1,2,3
1.0025,3.886672704,c1,2,3
1.00267,3.614276742,c1,2,3
1.00283,3.354953915,c1,2,3
1.03001,2.775616775,c2,2,3
1.03018,2.99739998,c2,2,3
1.03035,3.242327749,c2,2,3
1.03052,3.504002279,c2,2,3
1.03068,3.776646558,c2,2,3
1.03085,4.056272915,c2,2,3
1.03102,4.336184105,c2,2,3
1.03119,4.611150874,c2,2,3
1.03135,4.880201867,c2,2,3
1.03152,5.141620777,c2,2,3
1.03169,5.398533472,c2,2,3
1.03186,5.656855728,c2,2,3
1.03203,5.925110647,c2,2,3
1.03219,6.209148274,c2,2,3
1.03236,6.517710813,c2,2,3
1.03253,6.861687676,c2,2,3
1.0327,7.253290194,c2,2,3
1.03286,7.714026964,c2,2,3
1.03303,8.265143658,c2,2,3
1.0332,8.931946656,c2,2,3
1.03337,9.745767663,c2,2,3
1.03354,10.74122493,c2,2,3
1.0337,11.96075138,c2,2,3
1.03387,13.46007216,c2,2,3
1.03404,15.31287887,c2,2,3
1.03421,17.60966097,c2,2,3
1.03437,20.46544748,c2,2,3
1.03454,24.01118885,c2,2,3
1.03471,28.38696484,c2,2,3
1.03488,33.71781014,c2,2,3
1.03505,40.07873096,c2,2,3
1.03521,47.45278334,c2,2,3
1.03538,55.6697974,c2,2,3
1.03555,64.36803436,c2,2,3
1.03572,73.00981581,c2,2,3
1.03588,80.96142329,c2,2,3
1.03605,87.62872292,c2,2,3
1.03622,92.59870583,c2,2,3
1.03639,95.70704489,c2,2,3
1.03656,97.00632477,c2,2,3
1.03672,96.65795124,c2,2,3
1.03689,94.81237493,c2,2,3
1.03706,91.55212457,c2,2,3
1.03723,86.91663867,c2,2,3
1.03739,80.99063701,c2,2,3
1.03756,73.98737968,c2,2,3
1.03773,66.26897065,c2,2,3
1.0379,58.29370006,c2,2,3
1.03807,50.51847037,c2,2,3
1.03823,43.31203167,c2,2,3
1.0384,36.9062678,c2,2,3
1.03857,31.39751099,c2,2,3
1.03874,26.77816567,c2,2,3
1.0389,22.97139978,c2,2,3
1.03907,19.87109449,c2,2,3
1.03924,17.36338937,c2,2,3
1.03941,15.33902514,c2,2,3
1.03957,13.70210777,c2,2,3
1.03974,12.37061977,c2,2,3
1.03991,11.28080221,c2,2,3
1.04008,10.38467156,c2,2,3
1.04025,9.642205051,c2,2,3
1.04041,9.018346212,c2,2,3
1.04058,8.485999328,c2,2,3
1.04075,8.023254115,c2,2,3
1.04092,7.611852003,c2,2,3
1.04108,7.240910884,c2,2,3
1.04125,6.903017777,c2,2,3
1.04142,6.593936694,c2,2,3
1.04159,6.311374359,c2,2,3
1.04176,6.050583544,c2,2,3
1.04192,5.810483341,c2,2,3
1.04209,5.589525423,c2,2,3
1.04226,5.386738435,c2,2,3
1.04243,5.204211157,c2,2,3
1.04259,5.040110428,c2,2,3
1.04276,4.898664933,c2,2,3
1.04293,4.782204467,c2,2,3
1.0431,4.695476257,c2,2,3
1.04327,4.639729189,c2,2,3
1.04343,4.617278451,c2,2,3
1.0436,4.628963936,c2,2,3
1.04377,4.676312061,c2,2,3
1.04394,4.757409328,c2,2,3
1.0441,4.87200742,c2,2,3
1.04427,5.020150158,c2,2,3
1.04444,5.199734155,c2,2,3
1.04461,5.405135771,c2,2,3
1.04478,5.627568981,c2,2,3
1.04494,5.863367465,c2,2,3
1.04511,6.105271614,c2,2,3
1.04528,6.346518456,c2,2,3
1.04545,6.584193921,c2,2,3
1.04561,6.821723317,c2,2,3
1.04578,7.059654402,c2,2,3
1.04595,7.306349601,c2,2,3
1.04612,7.566643783,c2,2,3
1.04629,7.845488672,c2,2,3
1.04645,8.149749492,c2,2,3
1.04662,8.493448825,c2,2,3
1.04679,8.892216006,c2,2,3
1.04696,9.366792773,c2,2,3
1.04712,9.939892786,c2,2,3
1.04729,10.63810052,c2,2,3
1.04746,11.49106791,c2,2,3
1.04763,12.53626152,c2,2,3
1.0478,13.82042331,c2,2,3
1.04796,15.40103124,c2,2,3
1.04813,17.35411402,c2,2,3
1.0483,19.77089146,c2,2,3
1.04847,22.76851054,c2,2,3
1.04863,26.4825229,c2,2,3
1.0488,31.05556448,c2,2,3
1.04897,36.61259695,c2,2,3
1.04914,43.22482873,c2,2,3
1.04931,50.85501234,c2,2,3
1.04947,59.3023035,c2,2,3
1.04964,68.16837323,c2,2,3
1.04981,76.87661588,c2,2,3
1.04998,84.76723974,c2,2,3
1.05014,91.24465024,c2,2,3
1.05031,95.92030499,c2,2,3
1.05048,98.66858503,c2,2,3
1.05065,99.57786185,c2,2,3
1.05082,98.8248784,c2,2,3
1.05098,96.55789428,c2,2,3
1.05115,92.84775274,c2,2,3
1.05132,87.73608332,c2,2,3
1.05149,81.3265947,c2,2,3
1.05165,73.86906414,c2,2,3
1.05182,65.75780371,c2,2,3
1.05199,57.46899695,c2,2,3
1.05216,49.46443961,c2,2,3
1.05232,42.1014154,c2,2,3
1.05249,35.59581367,c2,2,3
1.05266,30.02775303,c2,2,3
1.05283,25.3768569,c2,2,3
1.053,21.55906282,c2,2,3
1.05316,18.4608025,c2,2,3
1.05333,15.96010868,c2,2,3
1.0535,13.94407035,c2,2,3
1.05367,12.31460247,c2,2,3
1.05383,10.98976059,c2,2,3
1.054,9.904982399,c2,2,3
1.05417,9.007683206,c2,2,3
1.05434,8.258789676,c2,2,3
1.05451,7.624340866,c2,2,3
1.05467,7.075269131,c2,2,3
1.05484,6.587977096,c2,2,3
1.05501,6.146097778,c2,2,3
1.05518,5.73755861,c2,2,3
1.05534,5.356378084,c2,2,3
1.05551,4.997772454,c2,2,3
1.05568,4.658754619,c2,2,3
1.05585,4.335957699,c2,2,3
1.05602,4.026818188,c2,2,3
1.05618,3.731504068,c2,2,3
1.05635,3.451483326,c2,2,3
1.05652,3.18700428,c2,2,3
1.05669,2.939345029,c2,2,3
1.05685,2.708410628,c2,2,3
1.05702,2.496297162,c2,2,3
1.05719,2.304903522,c2,2,3
1.05736,2.134719037,c2,2,3
1.05753,1.982756606,c2,2,3
1.05769,1.847679701,c2,2,3
1.05786,1.729166971,c2,2,3
1.05803,1.625450987,c2,2,3
1.0582,1.53338397,c2,2,3
1.05836,1.450307474,c2,2,3
2.24261,1.05745607,c4,10,1
2.24277,1.175472167,c4,10,1
2.24294,1.315639561,c4,10,1
2.24311,1.478885789,c4,10,1
2.24328,1.663012518,c4,10,1
2.24345,1.861410146,c4,10,1
2.24361,2.063408364,c4,10,1
2.24378,2.256576737,c4,10,1
2.24395,2.428813485,c4,10,1
2.24412,2.569382568,c4,10,1
2.24428,2.67236821,c4,10,1
2.24445,2.736032194,c4,10,1
2.24462,2.761411607,c4,10,1
2.24479,2.751194111,c4,10,1
2.24496,2.707315114,c4,10,1
2.24512,2.630373497,c4,10,1
2.24529,2.520661398,c4,10,1
2.24546,2.381355808,c4,10,1
2.24563,2.219884314,c4,10,1
2.24579,2.04618688,c4,10,1
2.24596,1.870824265,c4,10,1
2.24613,1.701077986,c4,10,1
2.2463,1.543207081,c4,10,1
2.24647,1.402835191,c4,10,1
2.24663,1.280992098,c4,10,1
2.2468,1.175976103,c4,10,1
2.24697,1.087202933,c4,10,1
2.24714,1.013511342,c4,10,1
2.2473,0.953236149,c4,10,1
2.24747,0.902462716,c4,10,1
2.24764,0.858634843,c4,10,1
2.24781,0.822300288,c4,10,1
2.24798,0.794313551,c4,10,1
2.24814,0.774294854,c4,10,1
2.24831,0.759410467,c4,10,1
2.24848,0.748396898,c4,10,1
2.24865,0.740954704,c4,10,1
2.24881,0.737142315,c4,10,1
2.24898,0.735813091,c4,10,1
2.24915,0.736893998,c4,10,1
2.24932,0.740808636,c4,10,1
2.24949,0.749309826,c4,10,1
2.24965,0.764238033,c4,10,1
2.24982,0.785980339,c4,10,1
2.24999,0.812929989,c4,10,1
2.25016,0.84424709,c4,10,1
2.25032,0.881406932,c4,10,1
2.25049,0.926432567,c4,10,1
2.25066,0.981690305,c4,10,1
2.25083,1.049217803,c4,10,1
2.25099,1.130176305,c4,10,1
2.25116,1.226859088,c4,10,1
2.25133,1.340865602,c4,10,1
2.2515,1.473700355,c4,10,1
2.25167,1.626356612,c4,10,1
2.25183,1.79887089,c4,10,1
2.252,1.989913966,c4,10,1
2.25217,2.195374009,c4,10,1
2.25234,2.40530375,c4,10,1
2.2525,2.607258147,c4,10,1
2.25267,2.787842713,c4,10,1
2.25284,2.938578169,c4,10,1
2.25301,3.054352113,c4,10,1
2.25318,3.133930267,c4,10,1
2.25334,3.178196345,c4,10,1
2.25351,3.189677335,c4,10,1
2.25368,3.169614817,c4,10,1
2.25385,3.119936898,c4,10,1
2.25401,3.041782913,c4,10,1
2.25418,2.938059625,c4,10,1
2.25435,2.813937862,c4,10,1
2.25452,2.679554783,c4,10,1
2.25469,2.547333518,c4,10,1
2.25485,2.427360103,c4,10,1
2.25502,2.325791326,c4,10,1
2.25519,2.24657104,c4,10,1
2.25536,2.19162735,c4,10,1
2.25552,2.162537795,c4,10,1
2.25569,2.162194534,c4,10,1
2.25586,2.192080162,c4,10,1
2.25603,2.25472897,c4,10,1
2.2562,2.354333124,c4,10,1
2.25636,2.493938155,c4,10,1
2.25653,2.677575554,c4,10,1
2.2567,2.911131885,c4,10,1
2.25687,3.200990345,c4,10,1
2.25703,3.549794774,c4,10,1
2.2572,3.957574385,c4,10,1
2.25737,4.417208338,c4,10,1
2.25754,4.912446502,c4,10,1
2.25771,5.41378303,c4,10,1
2.25787,5.88253166,c4,10,1
2.25804,6.281583675,c4,10,1
2.25821,6.588159682,c4,10,1
2.25838,6.794138269,c4,10,1
2.25854,6.903185755,c4,10,1
2.25871,6.922349951,c4,10,1
2.25888,6.856027519,c4,10,1
2.25905,6.705299368,c4,10,1
2.25922,6.468573348,c4,10,1
2.25938,6.14904106,c4,10,1
2.25955,5.760213844,c4,10,1
2.25972,5.324681205,c4,10,1
2.25989,4.869422007,c4,10,1
2.26005,4.419238691,c4,10,1
2.26022,3.994507822,c4,10,1
2.26039,3.607762084,c4,10,1
2.26056,3.265625685,c4,10,1
2.26073,2.969135712,c4,10,1
2.26089,2.717518003,c4,10,1
2.26106,2.506039935,c4,10,1
2.26123,2.328033479,c4,10,1
2.2614,2.179795796,c4,10,1
2.26156,2.058814508,c4,10,1
2.26173,1.961335651,c4,10,1
2.2619,1.882853011,c4,10,1
2.26207,1.818816552,c4,10,1
2.26224,1.765158265,c4,10,1
2.2624,1.721746688,c4,10,1
2.26257,1.688698675,c4,10,1
2.26274,1.66544456,c4,10,1
2.26291,1.65085231,c4,10,1
2.26307,1.644593272,c4,10,1
2.26324,1.646893852,c4,10,1
2.26341,1.657235506,c4,10,1
2.26358,1.676662625,c4,10,1
2.26374,1.706475219,c4,10,1
2.26391,1.748521056,c4,10,1
2.26408,1.803523174,c4,10,1
2.26425,1.872745067,c4,10,1
2.26442,1.95841428,c4,10,1
2.26458,2.063795446,c4,10,1
2.26475,2.193146463,c4,10,1
2.26492,2.350455004,c4,10,1
2.26509,2.541154818,c4,10,1
2.26525,2.772074612,c4,10,1
2.26542,3.051270066,c4,10,1
2.26559,3.383744029,c4,10,1
2.26576,3.772030791,c4,10,1
2.26593,4.214844948,c4,10,1
2.26609,4.705737573,c4,10,1
2.26626,5.228005726,c4,10,1
2.26643,5.754502564,c4,10,1
2.2666,6.248323863,c4,10,1
2.26676,6.67190079,c4,10,1
2.26693,7.001489899,c4,10,1
2.2671,7.229152364,c4,10,1
2.26727,7.359080352,c4,10,1
2.26744,7.40100203,c4,10,1
2.2676,7.360102832,c4,10,1
2.26777,7.236587254,c4,10,1
2.26794,7.030338441,c4,10,1
2.26811,6.744547991,c4,10,1
2.26827,6.392719943,c4,10,1
2.26844,5.997502228,c4,10,1
2.26861,5.586830458,c4,10,1
2.26878,5.187741926,c4,10,1
2.26895,4.819240151,c4,10,1
2.26911,4.494807263,c4,10,1
2.26928,4.222725347,c4,10,1
2.26945,4.008041074,c4,10,1
2.26962,3.852397715,c4,10,1
2.26978,3.755875608,c4,10,1
2.26995,3.716028104,c4,10,1
2.27012,3.732066432,c4,10,1
2.27029,3.805911395,c4,10,1
2.27046,3.940886052,c4,10,1
2.27062,4.143088766,c4,10,1
2.27079,4.419998247,c4,10,1
2.27096,4.777260046,c4,10,1
2.27113,5.216970246,c4,10,1
2.27129,5.736820964,c4,10,1
2.27146,6.32300872,c4,10,1
2.27163,6.947758578,c4,10,1
2.2718,7.568688742,c4,10,1
2.27197,8.135580842,c4,10,1
2.27213,8.603511488,c4,10,1
2.2723,8.943851244,c4,10,1
2.27247,9.151122537,c4,10,1
2.27264,9.233651276,c4,10,1
2.2728,9.202757774,c4,10,1
2.27297,9.06435781,c4,10,1
2.27314,8.816406421,c4,10,1
2.27331,8.457296855,c4,10,1
2.27348,7.993602197,c4,10,1
2.27364,7.445552943,c4,10,1
2.27381,6.845729686,c4,10,1
2.27398,6.230627657,c4,10,1
2.27415,5.63389375,c4,10,1
2.27431,5.079052307,c4,10,1
2.27448,4.579614671,c4,10,1
2.27465,4.142146624,c4,10,1
2.27482,3.765800967,c4,10,1
2.27499,3.446955201,c4,10,1
2.27515,3.180014899,c4,10,1
2.27532,2.957304159,c4,10,1
2.27549,2.772527424,c4,10,1
2.27566,2.619089701,c4,10,1
2.27582,2.492002746,c4,10,1
2.27599,2.388819912,c4,10,1
2.27616,2.305575437,c4,10,1
2.27633,2.238318167,c4,10,1
2.27649,2.183732344,c4,10,1
2.27666,2.139473569,c4,10,1
2.27683,2.10573173,c4,10,1
2.277,2.08363886,c4,10,1
2.27717,2.072004499,c4,10,1
2.27733,2.070653365,c4,10,1
2.2775,2.079716919,c4,10,1
2.27767,2.101276639,c4,10,1
2.27784,2.137384788,c4,10,1
2.278,2.190451498,c4,10,1
2.27817,2.260988008,c4,10,1
2.27834,2.350842085,c4,10,1
2.27851,2.463139598,c4,10,1
2.27868,2.601955858,c4,10,1
2.27884,2.773024057,c4,10,1
2.27901,2.982194242,c4,10,1
2.27918,3.236609164,c4,10,1
2.27935,3.544799229,c4,10,1
2.27951,3.91768306,c4,10,1
2.27968,4.363725333,c4,10,1
2.27985,4.886446298,c4,10,1
2.28002,5.481624575,c4,10,1
2.28019,6.137370182,c4,10,1
2.28035,6.828091906,c4,10,1
2.28052,7.510334351,c4,10,1
2.28069,8.132586436,c4,10,1
2.28086,8.647332058,c4,10,1
2.28102,9.02616088,c4,10,1
2.28119,9.263084092,c4,10,1
2.28136,9.368326492,c4,10,1
2.28153,9.356933144,c4,10,1
2.2817,9.237083887,c4,10,1
2.28186,9.008924789,c4,10,1
2.28203,8.670922131,c4,10,1
2.2822,8.228480449,c4,10,1
2.28237,7.701611136,c4,10,1
2.28253,7.123011642,c4,10,1
2.2827,6.531382831,c4,10,1
2.28287,5.962248579,c4,10,1
2.28304,5.440484363,c4,10,1
2.28321,4.981157155,c4,10,1
2.28337,4.590394531,c4,10,1
2.28354,4.268474022,c4,10,1
2.28371,4.013818086,c4,10,1
2.28388,3.822738493,c4,10,1
2.28404,3.69294927,c4,10,1
2.28421,3.622398154,c4,10,1
2.28438,3.610274463,c4,10,1
2.28455,3.655577628,c4,10,1
2.28472,3.757971692,c4,10,1
2.28488,3.918252728,c4,10,1
2.28505,4.139407838,c4,10,1
2.28522,4.42230613,c4,10,1
2.28539,4.762565548,c4,10,1
2.28555,5.146813514,c4,10,1
2.28572,5.55311053,c4,10,1
2.28589,5.950840625,c4,10,1
2.28606,6.305575437,c4,10,1
2.28623,6.588597888,c4,10,1
2.28639,6.782021881,c4,10,1
2.28656,6.882144579,c4,10,1
2.28673,6.895181198,c4,10,1
2.2869,6.828873373,c4,10,1
2.28706,6.687785747,c4,10,1
2.28723,6.471567754,c4,10,1
2.2874,6.180022202,c4,10,1
2.28757,5.819795212,c4,10,1
2.28774,5.406618367,c4,10,1
2.2879,4.963417128,c4,10,1
2.28807,4.515957991,c4,10,1
2.28824,4.085713034,c4,10,1
2.28841,3.688004849,c4,10,1
2.28857,3.331458787,c4,10,1
2.28874,3.018857452,c4,10,1
2.28891,2.749192971,c4,10,1
2.28908,2.520529937,c4,10,1
2.28924,2.327427294,c4,10,1
2.28941,2.165853552,c4,10,1
2.28958,2.030674399,c4,10,1
2.28975,1.91844992,c4,10,1
2.28992,1.827230102,c4,10,1
2.29008,1.753282891,c4,10,1
2.29025,1.692722864,c4,10,1
2.29042,1.643256745,c4,10,1
2.29059,1.602350243,c4,10,1
2.29075,1.570317407,c4,10,1
2.29092,1.547194753,c4,10,1
2.29109,1.532675538,c4,10,1
2.29126,1.526343466,c4,10,1
2.29143,1.528571011,c4,10,1
2.29159,1.538408729,c4,10,1
2.29176,1.555403807,c4,10,1
2.29193,1.58029389,c4,10,1
2.2921,1.616409343,c4,10,1
2.29226,1.666810301,c4,10,1
2.29243,1.734162516,c4,10,1
2.2926,1.818999138,c4,10,1
2.29277,1.923445465,c4,10,1
2.29294,2.052022319,c4,10,1
2.2931,2.210061203,c4,10,1
2.29327,2.402827887,c4,10,1
2.29344,2.636428039,c4,10,1
2.29361,2.915864507,c4,10,1
2.29377,3.245716539,c4,10,1
2.29394,3.629117308,c4,10,1
2.29411,4.062853303,c4,10,1
2.29428,4.53615197,c4,10,1
2.29445,5.026321555,c4,10,1
2.29461,5.501321921,c4,10,1
2.29478,5.924438732,c4,10,1
2.29495,6.264690846,c4,10,1
2.29512,6.504170258,c4,10,1
2.29528,6.640262339,c4,10,1
2.29545,6.681607046,c4,10,1
2.29562,6.63749434,c4,10,1
2.29579,6.514168651,c4,10,1
2.29596,6.311995151,c4,10,1
2.29612,6.029469333,c4,10,1
2.29629,5.673397993,c4,10,1
2.29646,5.261630709,c4,10,1
2.29663,4.818758125,c4,10,1
2.29679,4.372153489,c4,10,1
2.29696,3.945027096,c4,10,1
2.29713,3.553629073,c4,10,1
2.2973,3.206555557,c4,10,1
2.29747,2.907261068,c4,10,1
2.29763,2.656271454,c4,10,1
2.2978,2.451556361,c4,10,1
2.29797,2.288492718,c4,10,1
2.29814,2.161858576,c4,10,1
2.2983,2.067564015,c4,10,1
2.29847,2.004871387,c4,10,1
2.29864,1.974145864,c4,10,1
2.29881,1.974014402,c4,10,1
2.29898,2.001380348,c4,10,1
2.29914,2.052957158,c4,10,1
2.29931,2.126626839,c4,10,1
2.29948,2.221147807,c4,10,1
2.29965,2.331962723,c4,10,1
2.29981,2.450497363,c4,10,1
2.29998,2.565986474,c4,10,1
2.30015,2.66672266,c4,10,1
2.30032,2.742882809,c4,10,1
2.30049,2.786980909,c4,10,1
2.30065,2.797863017,c4,10,1
2.30082,2.778085333,c4,10,1
2.30099,2.730167541,c4,10,1
2.30116,2.656161902,c4,10,1
2.30132,2.557280788,c4,10,1
2.30149,2.434166898,c4,10,1
2.30166,2.289800032,c4,10,1
2.30183,2.128993149,c4,10,1
2.30199,1.959597435,c4,10,1
2.30216,1.789829246,c4,10,1
2.30233,1.626634142,c4,10,1
2.3025,1.475175647,c4,10,1
2.30267,1.3393684,c4,10,1
2.30283,1.220680387,c4,10,1
2.303,1.11904588,c4,10,1
2.30317,1.031835644,c4,10,1
2.30334,0.956259768,c4,10,1
2.3035,0.89122274,c4,10,1
2.30367,0.836439725,c4,10,1
2.30384,0.790062956,c4,10,1
2.30401,0.750938491,c4,10,1
2.30418,0.718915149,c4,10,1
2.30434,0.693333431,c4,10,1
2.30451,0.672949563,c4,10,1
2.30468,0.656589153,c4,10,1
2.30485,0.643952761,c4,10,1
2.30501,0.634097515,c4,10,1
2.30518,0.62692847,c4,10,1
2.30535,0.622907203,c4,10,1
2.30552,0.621743767,c4,10,1
2.30569,0.62462643,c4,10,1
2.30585,0.631749463,c4,10,1
2.30602,0.643483881,c4,10,1
2.30619,0.659105914,c4,10,1
2.30636,0.678819328,c4,10,1
2.30652,0.704384248,c4,10,1
2.30669,0.737040067,c4,10,1
2.30686,0.778903317,c4,10,1
2.30703,0.831035188,c4,10,1
2.3072,0.893516016,c4,10,1
2.30736,0.967032325,c4,10,1
2.30753,1.055206614,c4,10,1
2.3077,1.16188779,c4,10,1
2.30787,1.289968011,c4,10,1
2.30803,1.437584902,c4,10,1
2.3082,1.600728882,c4,10,1
2.30837,1.774046537,c4,10,1
2.30854,1.950022641,c4,10,1
2.30871,2.11753407,c4,10,1
2.30887,2.264610508,c4,10,1
2.30904,2.380019281,c4,10,1
2.30921,2.458808665,c4,10,1
2.30938,2.499853931,c4,10,1
2.30954,2.504031492,c4,10,1
2.30971,2.475161041,c4,10,1
2.30988,2.416726311,c4,10,1
2.31005,2.329107083,c4,10,1
2.31022,2.212507851,c4,10,1
2.31038,2.070441565,c4,10,1
2.31055,1.909371759,c4,10,1
2.31072,1.738705248,c4,10,1
2.31089,1.566227487,c4,10,1
2.31105,1.399599772,c4,10,1
2.31122,1.245154175,c4,10,1
2.31139,1.107535677,c4,10,1
2.31156,0.987058325,c4,10,1
2.31173,0.884138415,c4,10,1
2.31189,0.79784841,c4,10,1
2.31206,0.726851784,c4,10,1
2.31223,0.668940711,c4,10,1
3.60669,5.980120068,c3,2,1
3.60686,6.472254276,c3,2,1
3.60703,7.03389521,c3,2,1
3.60719,7.675830035,c3,2,1
3.60736,8.410408846,c3,2,1
3.60753,9.247673858,c3,2,1
3.6077,10.19733863,c3,2,1
3.60787,11.26962796,c3,2,1
3.60803,12.46914302,c3,2,1
3.6082,13.79215904,c3,2,1
3.60837,15.22260849,c3,2,1
3.60854,16.72981698,c3,2,1
3.6087,18.26667738,c3,2,1
3.60887,19.77111056,c3,2,1
3.60904,21.17453733,c3,2,1
3.60921,22.40808636,c3,2,1
3.60938,23.41413359,c3,2,1
3.60954,24.15119557,c3,2,1
3.60971,24.59874965,c3,2,1
3.60988,24.75044186,c3,2,1
3.61005,24.6129183,c3,2,1
3.61021,24.20034764,c3,2,1
