shift,A,cluster,peaks,Hs,config
3.88403,17.4673,c4,4,1,beta P
3.8842,18.3275,c4,4,1,beta P
3.88437,19.3076,c4,4,1,beta P
3.88453,20.4353,c4,4,1,beta P
3.8847,21.7567,c4,4,1,beta P
3.88487,23.3105,c4,4,1,beta P
3.88504,25.1133,c4,4,1,beta P
3.8852,27.1878,c4,4,1,beta P
3.88537,29.6127,c4,4,1,beta P
3.88554,32.428,c4,4,1,beta P
3.88571,35.6676,c4,4,1,beta P
3.88588,39.3581,c4,4,1,beta P
3.88604,43.4729,c4,4,1,beta P
3.88621,48.0029,c4,4,1,beta P
3.88638,52.8834,c4,4,1,beta P
3.88655,58.0311,c4,4,1,beta P
3.88671,63.2341,c4,4,1,beta P
3.88688,68.2573,c4,4,1,beta P
3.88705,72.7823,c4,4,1,beta P
3.88722,76.5025,c4,4,1,beta P
3.88739,79.0604,c4,4,1,beta P
3.88755,80.2253,c4,4,1,beta P
3.88772,79.8589,c4,4,1,beta P
3.88789,78.0142,c4,4,1,beta P
3.88806,74.8595,c4,4,1,beta P
3.88822,70.6383,c4,4,1,beta P
3.88839,65.6975,c4,4,1,beta P
3.88856,60.4442,c4,4,1,beta P
3.88873,55.191,c4,4,1,beta P
3.88889,50.2156,c4,4,1,beta P
3.88906,45.6646,c4,4,1,beta P
3.88923,41.6333,c4,4,1,beta P
3.8894,38.1739,c4,4,1,beta P
3.88957,35.2266,c4,4,1,beta P
3.88973,32.7773,c4,4,1,beta P
3.8899,30.7836,c4,4,1,beta P
3.89007,29.2142,c4,4,1,beta P
3.89024,28.0229,c4,4,1,beta P
3.8904,27.1823,c4,4,1,beta P
3.89057,26.6235,c4,4,1,beta P
3.89074,26.3414,c4,4,1,beta P
3.89091,26.3476,c4,4,1,beta P
3.89108,26.6675,c4,4,1,beta P
3.89124,27.2444,c4,4,1,beta P
3.89141,28.0982,c4,4,1,beta P
3.89158,29.2079,c4,4,1,beta P
3.89175,30.6313,c4,4,1,beta P
3.89191,32.4294,c4,4,1,beta P
3.89208,34.6149,c4,4,1,beta P
3.89225,37.2133,c4,4,1,beta P
3.89242,40.236,c4,4,1,beta P
3.89259,43.7072,c4,4,1,beta P
3.89275,47.6397,c4,4,1,beta P
3.89292,52.0104,c4,4,1,beta P
3.89309,56.7316,c4,4,1,beta P
3.89326,61.7569,c4,4,1,beta P
3.89342,66.9482,c4,4,1,beta P
3.89359,72.1003,c4,4,1,beta P
3.89376,76.9756,c4,4,1,beta P
3.89393,81.2433,c4,4,1,beta P
3.8941,84.5701,c4,4,1,beta P
3.89426,86.6515,c4,4,1,beta P
3.89443,87.2385,c4,4,1,beta P
3.8946,86.1777,c4,4,1,beta P
3.89477,83.5487,c4,4,1,beta P
3.89493,79.5061,c4,4,1,beta P
3.8951,74.338,c4,4,1,beta P
3.89527,68.4048,c4,4,1,beta P
3.89544,62.1211,c4,4,1,beta P
3.89561,55.8236,c4,4,1,beta P
3.89577,49.8397,c4,4,1,beta P
3.89594,44.3258,c4,4,1,beta P
3.89611,39.3839,c4,4,1,beta P
3.89628,35.0554,c4,4,1,beta P
3.89644,31.2988,c4,4,1,beta P
3.89661,28.0375,c4,4,1,beta P
3.89678,25.2374,c4,4,1,beta P
3.89695,22.834,c4,4,1,beta P
3.89712,20.7812,c4,4,1,beta P
3.89728,19.0402,c4,4,1,beta P
3.89745,17.5391,c4,4,1,beta P
3.89762,16.2548,c4,4,1,beta P
3.89779,15.1365,c4,4,1,beta P
3.89795,14.1612,c4,4,1,beta P
3.89812,13.315,c4,4,1,beta P
3.89829,12.5519,c4,4,1,beta P
3.89846,11.881,c4,4,1,beta P
3.89863,11.2681,c4,4,1,beta P
3.89879,10.7106,c4,4,1,beta P
3.89896,10.2014,c4,4,1,beta P
3.89913,9.74765,c4,4,1,beta P
3.8993,9.36594,c4,4,1,beta P
3.89946,9.03958,c4,4,1,beta P
3.89963,8.73801,c4,4,1,beta P
3.8998,8.46412,c4,4,1,beta P
3.89997,8.21645,c4,4,1,beta P
3.90013,8.02414,c4,4,1,beta P
3.9003,7.86988,c4,4,1,beta P
3.90047,7.74329,c4,4,1,beta P
3.90064,7.63688,c4,4,1,beta P
3.90081,7.53047,c4,4,1,beta P
3.90097,7.45519,c4,4,1,beta P
3.90114,7.37992,c4,4,1,beta P
3.90131,7.32057,c4,4,1,beta P
3.90148,7.2889,c4,4,1,beta P
3.90164,7.29527,c4,4,1,beta P
3.90181,7.357,c4,4,1,beta P
3.90198,7.43256,c4,4,1,beta P
3.90215,7.5358,c4,4,1,beta P
3.90232,7.65807,c4,4,1,beta P
3.90248,7.78033,c4,4,1,beta P
3.90265,7.9343,c4,4,1,beta P
3.90282,8.14363,c4,4,1,beta P
3.90299,8.39388,c4,4,1,beta P
3.90315,8.69949,c4,4,1,beta P
3.90332,9.04488,c4,4,1,beta P
3.90349,9.41794,c4,4,1,beta P
3.90366,9.83655,c4,4,1,beta P
3.90383,10.3105,c4,4,1,beta P
3.90399,10.8495,c4,4,1,beta P
3.90416,11.4807,c4,4,1,beta P
3.90433,12.2111,c4,4,1,beta P
3.9045,13.0706,c4,4,1,beta P
3.90466,14.0316,c4,4,1,beta P
3.90483,15.1217,c4,4,1,beta P
3.905,16.3525,c4,4,1,beta P
3.90517,17.7494,c4,4,1,beta P
3.90534,19.3371,c4,4,1,beta P
3.9055,21.1277,c4,4,1,beta P
3.90567,23.1467,c4,4,1,beta P
3.90584,25.4055,c4,4,1,beta P
3.90601,27.9261,c4,4,1,beta P
3.90617,30.6865,c4,4,1,beta P
3.90634,33.6429,c4,4,1,beta P
3.90651,36.7654,c4,4,1,beta P
3.90668,39.9338,c4,4,1,beta P
3.90685,43.01,c4,4,1,beta P
3.90701,45.8117,c4,4,1,beta P
3.90718,48.1523,c4,4,1,beta P
3.90735,49.8378,c4,4,1,beta P
3.90752,50.6931,c4,4,1,beta P
3.90768,50.6191,c4,4,1,beta P
3.90785,49.6041,c4,4,1,beta P
3.90802,47.7255,c4,4,1,beta P
3.90819,45.1642,c4,4,1,beta P
3.90836,42.1024,c4,4,1,beta P
3.90852,38.8009,c4,4,1,beta P
3.90869,35.4647,c4,4,1,beta P
3.90886,32.2577,c4,4,1,beta P
3.90903,29.2975,c4,4,1,beta P
3.90919,26.6508,c4,4,1,beta P
3.90936,24.3906,c4,4,1,beta P
3.90953,22.4809,c4,4,1,beta P
3.9097,20.9056,c4,4,1,beta P
3.90987,19.6439,c4,4,1,beta P
3.91003,18.6555,c4,4,1,beta P
3.9102,17.907,c4,4,1,beta P
3.91037,17.3383,c4,4,1,beta P
3.91054,16.9726,c4,4,1,beta P
3.9107,16.7962,c4,4,1,beta P
3.91087,16.8229,c4,4,1,beta P
3.91104,17.0086,c4,4,1,beta P
3.91121,17.3604,c4,4,1,beta P
3.91137,17.8955,c4,4,1,beta P
3.91154,18.6336,c4,4,1,beta P
3.91171,19.57,c4,4,1,beta P
3.91188,20.6725,c4,4,1,beta P
3.91205,21.9859,c4,4,1,beta P
3.91221,23.5761,c4,4,1,beta P
3.91238,25.4477,c4,4,1,beta P
3.91255,27.596,c4,4,1,beta P
3.91272,30.0798,c4,4,1,beta P
3.91288,32.8773,c4,4,1,beta P
3.91305,35.9838,c4,4,1,beta P
3.91322,39.3302,c4,4,1,beta P
3.91339,42.8337,c4,4,1,beta P
3.91356,46.3925,c4,4,1,beta P
3.91372,49.8314,c4,4,1,beta P
3.91389,52.9566,c4,4,1,beta P
3.91406,55.5238,c4,4,1,beta P
3.91423,57.2976,c4,4,1,beta P
3.91439,58.0798,c4,4,1,beta P
3.91456,57.7365,c4,4,1,beta P
3.91473,56.206,c4,4,1,beta P
3.9149,53.587,c4,4,1,beta P
3.91507,50.1216,c4,4,1,beta P
3.91523,46.0843,c4,4,1,beta P
3.9154,41.7517,c4,4,1,beta P
3.91557,37.3639,c4,4,1,beta P
3.91574,33.1097,c4,4,1,beta P
3.9159,29.1324,c4,4,1,beta P
3.91607,25.5381,c4,4,1,beta P
3.91624,22.3682,c4,4,1,beta P
3.91641,19.6157,c4,4,1,beta P
3.91658,17.2506,c4,4,1,beta P
3.91674,15.22,c4,4,1,beta P
3.91691,13.4661,c4,4,1,beta P
3.91708,11.9681,c4,4,1,beta P
3.91725,10.6732,c4,4,1,beta P
3.91741,9.58818,c4,4,1,beta P
3.91758,8.70616,c4,4,1,beta P
3.91775,7.96019,c4,4,1,beta P
3.91792,7.30648,c4,4,1,beta P
3.91809,6.69889,c4,4,1,beta P
3.91825,6.14665,c4,4,1,beta P
3.91842,5.65956,c4,4,1,beta P
3.91859,5.22781,c4,4,1,beta P
3.91876,4.84537,c4,4,1,beta P
3.91892,4.49059,c4,4,1,beta P
3.91909,4.18828,c4,4,1,beta P
3.91926,3.88597,c4,4,1,beta P
3.98912,8.39725,c1,7,2,alpha F & P
3.98929,8.79295,c1,7,2,alpha F & P
3.98945,9.23717,c1,7,2,alpha F & P
3.98962,9.72744,c1,7,2,alpha F & P
3.98979,10.266,c1,7,2,alpha F & P
3.98996,10.827,c1,7,2,alpha F & P
3.99013,11.3894,c1,7,2,alpha F & P
3.99029,11.9538,c1,7,2,alpha F & P
3.99046,12.5182,c1,7,2,alpha F & P
3.99063,13.0826,c1,7,2,alpha F & P
3.9908,13.6321,c1,7,2,alpha F & P
3.99096,14.1379,c1,7,2,alpha F & P
3.99113,14.6003,c1,7,2,alpha F & P
3.9913,15.0353,c1,7,2,alpha F & P
3.99147,15.4554,c1,7,2,alpha F & P
3.99164,15.8886,c1,7,2,alpha F & P
3.9918,16.3604,c1,7,2,alpha F & P
3.99197,16.9022,c1,7,2,alpha F & P
3.99214,17.5316,c1,7,2,alpha F & P
3.99231,18.2626,c1,7,2,alpha F & P
3.99247,19.1248,c1,7,2,alpha F & P
3.99264,20.1347,c1,7,2,alpha F & P
3.99281,21.3136,c1,7,2,alpha F & P
3.99298,22.6781,c1,7,2,alpha F & P
3.99315,24.2343,c1,7,2,alpha F & P
3.99331,25.9782,c1,7,2,alpha F & P
3.99348,27.9192,c1,7,2,alpha F & P
3.99365,30.0396,c1,7,2,alpha F & P
3.99382,32.3178,c1,7,2,alpha F & P
3.99398,34.7196,c1,7,2,alpha F & P
3.99415,37.2125,c1,7,2,alpha F & P
3.99432,39.7685,c1,7,2,alpha F & P
3.99449,42.3242,c1,7,2,alpha F & P
3.99466,44.7872,c1,7,2,alpha F & P
3.99482,47.0618,c1,7,2,alpha F & P
3.99499,49.0933,c1,7,2,alpha F & P
3.99516,50.838,c1,7,2,alpha F & P
3.99533,52.2923,c1,7,2,alpha F & P
3.99549,53.4797,c1,7,2,alpha F & P
3.99566,54.4662,c1,7,2,alpha F & P
3.99583,55.3587,c1,7,2,alpha F & P
3.996,56.2638,c1,7,2,alpha F & P
3.99617,57.2847,c1,7,2,alpha F & P
3.99633,58.4922,c1,7,2,alpha F & P
3.9965,59.9725,c1,7,2,alpha F & P
3.99667,61.7687,c1,7,2,alpha F & P
3.99684,63.8665,c1,7,2,alpha F & P
3.997,66.2147,c1,7,2,alpha F & P
3.99717,68.7211,c1,7,2,alpha F & P
3.99734,71.2718,c1,7,2,alpha F & P
3.99751,73.7433,c1,7,2,alpha F & P
3.99768,76.0114,c1,7,2,alpha F & P
3.99784,77.9691,c1,7,2,alpha F & P
3.99801,79.5262,c1,7,2,alpha F & P
3.99818,80.6103,c1,7,2,alpha F & P
3.99835,81.2015,c1,7,2,alpha F & P
3.99851,81.3166,c1,7,2,alpha F & P
3.99868,81.0105,c1,7,2,alpha F & P
3.99885,80.356,c1,7,2,alpha F & P
3.99902,79.4454,c1,7,2,alpha F & P
3.99919,78.3846,c1,7,2,alpha F & P
3.99935,77.3017,c1,7,2,alpha F & P
3.99952,76.3153,c1,7,2,alpha F & P
3.99969,75.534,c1,7,2,alpha F & P
3.99986,75.0706,c1,7,2,alpha F & P
4.00002,75.018,c1,7,2,alpha F & P
4.00019,75.4374,c1,7,2,alpha F & P
4.00036,76.3483,c1,7,2,alpha F & P
4.00053,77.7253,c1,7,2,alpha F & P
4.00069,79.4944,c1,7,2,alpha F & P
4.00086,81.5371,c1,7,2,alpha F & P
4.00103,83.6774,c1,7,2,alpha F & P
4.0012,85.7315,c1,7,2,alpha F & P
4.00137,87.5043,c1,7,2,alpha F & P
4.00153,88.8245,c1,7,2,alpha F & P
4.0017,89.5594,c1,7,2,alpha F & P
4.00187,89.6385,c1,7,2,alpha F & P
4.00204,89.0425,c1,7,2,alpha F & P
4.0022,87.8099,c1,7,2,alpha F & P
4.00237,86.0511,c1,7,2,alpha F & P
4.00254,83.9128,c1,7,2,alpha F & P
4.00271,81.5808,c1,7,2,alpha F & P
4.00288,79.2349,c1,7,2,alpha F & P
4.00304,77.0596,c1,7,2,alpha F & P
4.00321,75.2193,c1,7,2,alpha F & P
4.00338,73.8288,c1,7,2,alpha F & P
4.00355,72.953,c1,7,2,alpha F & P
4.00371,72.6137,c1,7,2,alpha F & P
4.00388,72.765,c1,7,2,alpha F & P
4.00405,73.313,c1,7,2,alpha F & P
4.00422,74.1398,c1,7,2,alpha F & P
4.00439,75.0828,c1,7,2,alpha F & P
4.00455,75.9778,c1,7,2,alpha F & P
4.00472,76.6686,c1,7,2,alpha F & P
4.00489,77.0241,c1,7,2,alpha F & P
4.00506,76.9295,c1,7,2,alpha F & P
4.00522,76.3236,c1,7,2,alpha F & P
4.00539,75.2016,c1,7,2,alpha F & P
4.00556,73.6069,c1,7,2,alpha F & P
4.00573,71.6113,c1,7,2,alpha F & P
4.0059,69.3161,c1,7,2,alpha F & P
4.00606,66.8333,c1,7,2,alpha F & P
4.00623,64.2871,c1,7,2,alpha F & P
4.0064,61.8261,c1,7,2,alpha F & P
4.00657,59.5742,c1,7,2,alpha F & P
4.00673,57.6252,c1,7,2,alpha F & P
4.0069,56.0473,c1,7,2,alpha F & P
4.00707,54.8791,c1,7,2,alpha F & P
4.00724,54.1237,c1,7,2,alpha F & P
4.00741,53.7455,c1,7,2,alpha F & P
4.00757,53.6551,c1,7,2,alpha F & P
4.00774,53.7206,c1,7,2,alpha F & P
4.00791,53.8351,c1,7,2,alpha F & P
4.00808,53.8895,c1,7,2,alpha F & P
4.00824,53.7598,c1,7,2,alpha F & P
4.00841,53.3325,c1,7,2,alpha F & P
4.00858,52.5295,c1,7,2,alpha F & P
4.00875,51.3106,c1,7,2,alpha F & P
4.00892,49.68,c1,7,2,alpha F & P
4.00908,47.6737,c1,7,2,alpha F & P
4.00925,45.3715,c1,7,2,alpha F & P
4.00942,42.9025,c1,7,2,alpha F & P
4.00959,40.3776,c1,7,2,alpha F & P
4.00975,37.8879,c1,7,2,alpha F & P
4.00992,35.5319,c1,7,2,alpha F & P
4.01009,33.387,c1,7,1,alpha F & P
4.01026,31.5055,c1,7,1,alpha F & P
4.01043,29.927,c1,7,1,alpha F & P
4.01059,28.6702,c1,7,1,alpha F & P
4.01076,27.7381,c1,7,1,alpha F & P
4.01093,27.1098,c1,7,1,alpha F & P
4.0111,26.7661,c1,7,1,alpha F & P
4.01126,26.7129,c1,7,1,alpha F & P
4.01143,26.9864,c1,7,1,beta P
4.0116,27.6143,c1,7,1,beta P
4.01177,28.6137,c1,7,1,beta P
4.01194,30.0178,c1,7,1,beta P
4.0121,31.864,c1,7,1,beta P
4.01227,34.1949,c1,7,1,beta P
4.01244,37.066,c1,7,1,beta P
4.01261,40.5406,c1,7,1,beta P
4.01277,44.7239,c1,7,1,beta P
4.01294,49.7369,c1,7,1,beta P
4.01311,55.6708,c1,7,1,beta P
4.01328,62.5767,c1,7,1,beta P
4.01344,70.4368,c1,7,1,beta P
4.01361,79.1541,c1,7,1,beta P
4.01378,88.4795,c1,7,1,beta P
4.01395,98.0062,c1,7,1,beta P
4.01412,107.118,c1,7,1,beta P
4.01428,115.018,c1,7,1,beta P
4.01445,120.877,c1,7,1,beta P
4.01462,124.056,c1,7,1,beta P
4.01479,124.273,c1,7,1,beta P
4.01495,121.656,c1,7,1,beta P
4.01512,116.695,c1,7,1,beta P
4.01529,110.175,c1,7,1,beta P
4.01546,103.025,c1,7,1,beta P
4.01563,96.1349,c1,7,1,beta P
4.01579,90.1985,c1,7,1,beta P
4.01596,85.6365,c1,7,1,beta P
4.01613,82.613,c1,7,1,beta P
4.0163,81.0844,c1,7,1,beta P
4.01646,80.8241,c1,7,1,beta P
4.01663,81.4522,c1,7,1,beta P
4.0168,82.4425,c1,7,1,beta P
4.01697,83.1526,c1,7,1,beta P
4.01714,82.9388,c1,7,1,beta P
4.0173,81.2788,c1,7,1,beta P
4.01747,77.9193,c1,7,1,beta P
4.01764,72.8994,c1,7,1,beta P
4.01781,66.5071,c1,7,1,beta P
4.01797,59.2209,c1,7,1,beta P
4.01814,51.6272,c1,7,1,beta P
4.01831,44.294,c1,7,1,beta P
4.01848,37.6334,c1,7,1,beta P
4.01865,31.8576,c1,7,1,beta P
4.01881,27.0135,c1,7,1,beta P
4.01898,23.0351,c1,7,1,beta P
4.01915,19.8035,c1,7,1,beta P
4.01932,17.1863,c1,7,1,beta P
4.01948,15.0607,c1,7,1,beta P
4.01965,13.3363,c1,7,1,beta P
4.01982,11.9388,c1,7,1,beta P
4.01999,10.8092,c1,7,1,beta P
4.02016,9.88592,c1,7,1,beta P
4.02032,9.10329,c1,7,1,beta P
4.02049,8.4242,c1,7,1,beta P
4.02066,7.82517,c1,7,1,beta P
4.03652,10.0257,c2,2,1,beta P
4.03669,10.7413,c2,2,1,beta P
4.03686,11.587,c2,2,1,beta P
4.03703,12.571,c2,2,1,beta P
4.0372,13.6796,c2,2,1,beta P
4.03736,14.945,c2,2,1,beta P
4.03753,16.4272,c2,2,1,beta P
4.0377,18.1953,c2,2,1,beta P
4.03787,20.2886,c2,2,1,beta P
4.03803,22.7602,c2,2,1,beta P
4.0382,25.6786,c2,2,1,beta P
4.03837,29.1413,c2,2,1,beta P
4.03854,33.2533,c2,2,1,beta P
4.03871,38.0755,c2,2,1,beta P
4.03887,43.6714,c2,2,1,beta P
4.03904,50.0515,c2,2,1,beta P
4.03921,57.1476,c2,2,1,beta P
4.03938,64.7142,c2,2,1,beta P
4.03954,72.3087,c2,2,1,beta P
4.03971,79.359,c2,2,1,beta P
4.03988,85.142,c2,2,1,beta P
4.04005,88.9602,c2,2,1,beta P
4.04022,90.3834,c2,2,1,beta P
4.04038,89.362,c2,2,1,beta P
4.04055,86.2478,c2,2,1,beta P
4.04072,81.7037,c2,2,1,beta P
4.04089,76.5168,c2,2,1,beta P
4.04105,71.5051,c2,2,1,beta P
4.04122,67.3629,c2,2,1,beta P
4.04139,64.5398,c2,2,1,beta P
4.04156,63.2411,c2,2,1,beta P
4.04173,63.4276,c2,2,1,beta P
4.04189,64.9044,c2,2,1,beta P
4.04206,67.3499,c2,2,1,beta P
4.04223,70.285,c2,2,1,beta P
4.0424,73.1556,c2,2,1,beta P
4.04256,75.3079,c2,2,1,beta P
4.04273,76.0856,c2,2,1,beta P
4.0429,75.0484,c2,2,1,beta P
4.04307,72.0647,c2,2,1,beta P
4.04324,67.3157,c2,2,1,beta P
4.0434,61.2291,c2,2,1,beta P
4.04357,54.3688,c2,2,1,beta P
4.04374,47.3148,c2,2,1,beta P
4.04391,40.624,c2,2,1,beta P
4.04407,34.662,c2,2,1,beta P
4.04424,29.5752,c2,2,1,beta P
4.04441,25.3832,c2,2,1,beta P
4.04458,21.988,c2,2,1,beta P
4.04474,19.2846,c2,2,1,beta P
4.04491,17.1327,c2,2,1,beta P
4.04508,15.4512,c2,2,1,beta P
4.04525,14.1526,c2,2,1,beta P
4.04542,13.1584,c2,2,1,beta P
4.04558,12.3868,c2,2,1,beta P
4.04575,11.7719,c2,2,1,beta P
4.04592,11.2459,c2,2,1,beta P
4.04609,10.7475,c2,2,1,beta P
4.04625,10.2529,c2,2,1,beta P
4.10447,7.18015,c3,4,3,alpha beta
4.10464,7.50366,c3,4,3,alpha beta
4.1048,7.85485,c3,4,3,alpha beta
4.10497,8.21296,c3,4,3,alpha beta
4.10514,8.62641,c3,4,3,alpha beta
4.10531,9.10782,c3,4,3,alpha beta
4.10547,9.68148,c3,4,3,alpha beta
4.10564,10.3174,c3,4,3,alpha beta
4.10581,11.0087,c3,4,3,alpha beta
4.10598,11.7726,c3,4,3,alpha beta
4.10615,12.5918,c3,4,3,alpha beta
4.10631,13.4907,c3,4,3,alpha beta
4.10648,14.4449,c3,4,3,alpha beta
4.10665,15.4281,c3,4,3,alpha beta
4.10682,16.4114,c3,4,3,alpha beta
4.10698,17.3521,c3,4,3,alpha beta
4.10715,18.2004,c3,4,3,alpha beta
4.10732,18.8943,c3,4,3,alpha beta
4.10749,19.3483,c3,4,3,alpha beta
4.10766,19.5694,c3,4,3,alpha beta
4.10782,19.5507,c3,4,3,alpha beta
4.10799,19.3734,c3,4,3,alpha beta
4.10816,19.0669,c3,4,3,alpha beta
4.10833,18.6855,c3,4,3,alpha beta
4.10849,18.3041,c3,4,3,alpha beta
4.10866,17.9793,c3,4,3,alpha beta
4.10883,17.7466,c3,4,3,alpha beta
4.109,17.6673,c3,4,3,alpha beta
4.10917,17.7541,c3,4,3,alpha beta
4.10933,18.0461,c3,4,3,alpha beta
4.1095,18.5411,c3,4,3,alpha beta
4.10967,19.2643,c3,4,3,alpha beta
4.10984,20.2274,c3,4,3,alpha beta
4.11,21.4177,c3,4,3,alpha beta
4.11017,22.8478,c3,4,3,alpha beta
4.11034,24.5086,c3,4,3,alpha beta
4.11051,26.446,c3,4,3,alpha beta
4.11067,28.6637,c3,4,3,alpha beta
4.11084,31.1581,c3,4,3,alpha beta
4.11101,33.8924,c3,4,3,alpha beta
4.11118,36.8296,c3,4,3,alpha beta
4.11135,39.9133,c3,4,3,alpha beta
4.11151,43.0523,c3,4,3,alpha beta
4.11168,46.1014,c3,4,3,alpha beta
4.11185,48.9106,c3,4,3,alpha beta
4.11202,51.3874,c3,4,3,alpha beta
4.11218,53.3661,c3,4,3,alpha beta
4.11235,54.7545,c3,4,3,alpha beta
4.11252,55.4971,c3,4,3,alpha beta
4.11269,55.6712,c3,4,3,alpha beta
4.11286,55.3841,c3,4,3,alpha beta
4.11302,54.7441,c3,4,3,alpha beta
4.11319,53.9012,c3,4,3,alpha beta
4.11336,53.0448,c3,4,3,alpha beta
4.11353,52.2807,c3,4,3,alpha beta
4.11369,51.6872,c3,4,3,alpha beta
4.11386,51.2966,c3,4,3,alpha beta
4.11403,51.0923,c3,4,3,alpha beta
4.1142,51.0172,c3,4,3,alpha beta
4.11437,50.9558,c3,4,3,alpha beta
4.11453,50.7284,c3,4,3,alpha beta
4.1147,50.2425,c3,4,3,alpha beta
4.11487,49.4429,c3,4,3,alpha beta
4.11504,48.2674,c3,4,3,alpha beta
4.1152,46.7782,c3,4,3,alpha beta
4.11537,45.0216,c3,4,3,alpha beta
4.11554,43.1358,c3,4,3,alpha beta
4.11571,41.2499,c3,4,3,alpha beta
4.11588,39.4933,c3,4,3,alpha beta
4.11604,37.9842,c3,4,3,alpha beta
4.11621,36.7888,c3,4,3,alpha beta
4.11638,35.9417,c3,4,3,alpha beta
4.11655,35.445,c3,4,3,alpha beta
4.11671,35.2684,c3,4,3,alpha beta
4.11688,35.4423,c3,4,3,alpha beta
4.11705,35.9137,c3,4,3,alpha beta
4.11722,36.588,c3,4,3,alpha beta
4.11739,37.4059,c3,4,3,alpha beta
4.11755,38.316,c3,4,3,alpha beta
4.11772,39.2948,c3,4,3,alpha beta
4.11789,40.3012,c3,4,3,alpha beta
4.11806,41.3566,c3,4,3,alpha beta
4.11822,42.4674,c3,4,3,alpha beta
4.11839,43.6664,c3,4,3,alpha beta
4.11856,44.9576,c3,4,3,alpha beta
4.11873,46.3896,c3,4,3,alpha beta
4.1189,48.0245,c3,4,3,alpha beta
4.11906,49.9131,c3,4,3,alpha beta
4.11923,52.0415,c3,4,3,alpha beta
4.1194,54.3763,c3,4,3,alpha beta
4.11957,56.8403,c3,4,3,alpha beta
4.11973,59.3757,c3,4,3,alpha beta
4.1199,61.8559,c3,4,3,alpha beta
4.12007,64.1149,c3,4,3,alpha beta
4.12024,66.0233,c3,4,3,alpha beta
4.12041,67.4221,c3,4,3,alpha beta
4.12057,68.2121,c3,4,3,alpha beta
4.12074,68.3425,c3,4,3,alpha beta
4.12091,67.8272,c3,4,3,alpha beta
4.12108,66.6667,c3,4,3,alpha beta
4.12124,64.8974,c3,4,3,alpha beta
4.12141,62.553,c3,4,3,alpha beta
4.12158,59.7197,c3,4,3,alpha beta
4.12175,56.4765,c3,4,3,alpha beta
4.12191,52.9105,c3,4,3,alpha beta
4.12208,49.1207,c3,4,3,alpha beta
4.12225,45.211,c3,4,3,alpha beta
4.12242,41.2829,c3,4,3,alpha beta
4.12259,37.4562,c3,4,3,alpha beta
4.12275,33.8578,c3,4,3,alpha beta
4.12292,30.5639,c3,4,3,alpha beta
4.12309,27.6055,c3,4,3,alpha beta
4.12326,24.9884,c3,4,3,alpha beta
4.12342,22.7058,c3,4,3,alpha beta
4.12359,20.7275,c3,4,3,alpha beta
4.12376,19.0225,c3,4,3,alpha beta
4.12393,17.5482,c3,4,3,alpha beta
4.1241,16.2477,c3,4,3,alpha beta
4.12426,15.0855,c3,4,3,alpha beta
4.12443,14.056,c3,4,3,alpha beta
4.1246,13.1279,c3,4,3,alpha beta
4.12477,12.2747,c3,4,3,alpha beta
4.12493,11.4862,c3,4,3,alpha beta
4.1251,10.7351,c3,4,3,alpha beta
4.12527,10.0117,c3,4,3,alpha beta
4.12544,9.30445,c3,4,3,alpha beta
4.12561,8.59719,c3,4,3,alpha beta
4.12577,7.92395,c3,4,3,alpha beta
4.12594,7.31527,c3,4,3,alpha beta
4.12611,6.76022,c3,4,3,alpha beta
4.12628,6.26974,c3,4,3,alpha beta
4.12644,5.82423,c3,4,3,alpha beta
