shift,A,cluster,peaks,Hs,config
3.68943,21.0412,c7,11,5,all
3.6896,21.0613,c7,11,5,all
3.68976,21.2013,c7,11,5,all
3.68993,21.5016,c7,11,5,all
3.6901,21.9956,c7,11,5,all
3.69027,22.7133,c7,11,5,all
3.69043,23.7355,c7,11,5,all
3.6906,25.1277,c7,11,5,all
3.69077,26.9351,c7,11,5,all
3.69094,29.198,c7,11,5,all
3.6911,31.9682,c7,11,5,all
3.69127,35.3254,c7,11,5,all
3.69144,39.3559,c7,11,5,all
3.69161,44.0968,c7,11,5,all
3.69178,49.548,c7,11,5,all
3.69194,55.6426,c7,11,5,all
3.69211,62.1708,c7,11,5,all
3.69228,68.8073,c7,11,5,all
3.69245,75.1026,c7,11,5,all
3.69261,80.473,c7,11,5,all
3.69278,84.303,c7,11,5,all
3.69295,86.1196,c7,11,5,all
3.69312,85.7315,c7,11,5,all
3.69329,83.2846,c7,11,5,all
3.69345,79.168,c7,11,5,all
3.69362,73.9375,c7,11,5,all
3.69379,68.2365,c7,11,5,all
3.69396,62.727,c7,11,5,all
3.69412,57.9093,c7,11,5,all
3.69429,54.0856,c7,11,5,all
3.69446,51.415,c7,11,5,all
3.69463,49.9544,c7,11,5,all
3.6948,49.7392,c7,11,5,all
3.69496,50.7405,c7,11,5,all
3.69513,52.8949,c7,11,5,all
3.6953,56.1804,c7,11,5,all
3.69547,60.5453,c7,11,5,all
3.69563,65.9329,c7,11,5,all
3.6958,72.16,c7,11,5,all
3.69597,78.9603,c7,11,5,all
3.69614,85.9173,c7,11,5,all
3.69631,92.4926,c7,11,5,all
3.69647,98.0071,c7,11,5,all
3.69664,101.778,c7,11,5,all
3.69681,103.308,c7,11,5,all
3.69698,102.4,c7,11,5,all
3.69714,99.1411,c7,11,5,all
3.69731,93.8688,c7,11,5,all
3.69748,87.1114,c7,11,5,all
3.69765,79.5214,c7,11,5,all
3.69782,71.7378,c7,11,5,all
3.69798,64.2781,c7,11,5,all
3.69815,57.455,c7,11,5,all
3.69832,51.4401,c7,11,5,all
3.69849,46.2832,c7,11,5,all
3.69865,41.9686,c7,11,5,all
3.69882,38.4012,c7,11,5,all
3.69899,35.4669,c7,11,5,all
3.69916,33.0768,c7,11,5,all
3.69933,31.1537,c7,11,5,all
3.69949,29.6088,c7,11,5,all
3.69966,28.3557,c7,11,5,all
3.69983,27.3147,c7,11,5,all
3.7,26.4604,c7,11,5,all
3.70016,25.7444,c7,11,5,all
3.70033,25.1264,c7,11,5,all
3.7005,24.5729,c7,11,5,all
3.70067,24.076,c7,11,5,all
3.70084,23.6621,c7,11,5,all
3.701,23.3485,c7,11,5,all
3.70117,23.1364,c7,11,5,all
3.70134,23.02,c7,11,5,all
3.70151,23.0051,c7,11,5,all
3.70167,23.0986,c7,11,5,all
3.70184,23.2935,c7,11,5,all
3.70201,23.5576,c7,11,5,all
3.70218,23.8863,c7,11,5,all
3.70234,24.3084,c7,11,5,all
3.70251,24.832,c7,11,5,all
3.70268,25.4454,c7,11,5,all
3.70285,26.1419,c7,11,5,all
3.70302,26.9364,c7,11,5,all
3.70318,27.8509,c7,11,5,all
3.70335,28.9186,c7,11,5,all
3.70352,30.1801,c7,11,5,all
3.70369,31.6527,c7,11,5,all
3.70385,33.3742,c7,11,5,all
3.70402,35.3809,c7,11,5,all
3.70419,37.692,c7,11,5,all
3.70436,40.3479,c7,11,5,all
3.70453,43.4374,c7,11,5,all
3.70469,47.0261,c7,11,5,all
3.70486,51.1591,c7,11,5,all
3.70503,55.8825,c7,11,5,all
3.7052,61.2608,c7,11,5,all
3.70536,67.3521,c7,11,5,all
3.70553,74.2091,c7,11,5,all
3.7057,81.7936,c7,11,5,all
3.70587,90.0331,c7,11,5,all
3.70604,98.7835,c7,11,5,all
3.7062,107.838,c7,11,5,all
3.70637,116.854,c7,11,5,all
3.70654,125.417,c7,11,5,all
3.70671,132.993,c7,11,5,all
3.70687,138.991,c7,11,5,all
3.70704,142.877,c7,11,5,all
3.70721,144.263,c7,11,5,all
3.70738,143.009,c7,11,5,all
3.70755,139.163,c7,11,5,all
3.70771,132.987,c7,11,5,all
3.70788,124.957,c7,11,5,all
3.70805,115.707,c7,11,5,all
3.70822,105.895,c7,11,5,all
3.70838,96.0865,c7,11,5,all
3.70855,86.6745,c7,11,5,all
3.70872,77.952,c7,11,5,all
3.70889,70.0874,c7,11,5,all
3.70906,63.1637,c7,11,5,all
3.70922,57.1349,c7,11,5,all
3.70939,51.9394,c7,11,5,all
3.70956,47.5096,c7,11,5,all
3.70973,43.7428,c7,11,5,all
3.70989,40.5572,c7,11,5,all
3.71006,37.8813,c7,11,5,all
3.71023,35.6389,c7,11,5,all
3.7104,33.7228,c7,11,5,all
3.71057,32.0743,c7,11,5,all
3.71073,30.6385,c7,11,5,all
3.7109,29.3781,c7,11,5,all
3.71107,28.2145,c7,11,5,all
3.71124,27.1155,c7,11,5,all
3.7114,26.0683,c7,11,5,all
3.71157,25.0673,c7,11,5,all
3.71174,24.1159,c7,11,5,all
3.71191,23.1921,c7,11,5,all
3.71208,22.2886,c7,11,5,all
3.71224,21.4496,c7,11,5,all
3.71241,20.6982,c7,11,5,all
3.71258,20.0483,c7,11,5,all
3.71275,19.4722,c7,11,5,all
3.71291,18.9607,c7,11,5,all
3.71308,18.523,c7,11,5,all
3.71325,18.1498,c7,11,5,all
3.71342,17.8156,c7,11,5,all
3.71358,17.5091,c7,11,5,all
3.71375,17.2464,c7,11,5,all
3.71392,17.039,c7,11,5,all
3.71409,16.8922,c7,11,5,all
3.71426,16.8007,c7,11,5,all
3.71442,16.7945,c7,11,5,all
3.71459,16.8806,c7,11,5,all
3.71476,17.0898,c7,11,5,all
3.71493,17.4281,c7,11,5,all
3.71509,17.9071,c7,11,5,all
3.71526,18.5522,c7,11,5,all
3.71543,19.3944,c7,11,5,all
3.7156,20.4765,c7,11,5,all
3.71577,21.8469,c7,11,5,all
3.71593,23.494,c7,11,5,all
3.7161,25.477,c7,11,5,all
3.71627,27.8476,c7,11,5,all
3.71644,30.7277,c7,11,5,all
3.7166,34.1799,c7,11,5,all
3.71677,38.2881,c7,11,5,all
3.71694,43.1158,c7,11,5,all
3.71711,48.7,c7,11,5,all
3.71728,55.0038,c7,11,5,all
3.71744,61.9152,c7,11,5,all
3.71761,69.2509,c7,11,5,all
3.71778,76.6281,c7,11,5,all
3.71795,83.4704,c7,11,5,all
3.71811,89.1306,c7,11,5,all
3.71828,93.0013,c7,11,5,all
3.71845,94.6166,c7,11,5,all
3.71862,93.778,c7,11,5,all
3.71879,90.6463,c7,11,5,all
3.71895,85.6511,c7,11,5,all
3.71912,79.4706,c7,11,5,all
3.71929,72.8288,c7,11,5,all
3.71946,66.4326,c7,11,5,all
3.71962,60.8298,c7,11,5,all
3.71979,56.3938,c7,11,5,all
3.71996,53.2678,c7,11,5,all
3.72013,51.4921,c7,11,5,all
3.7203,51.0263,c7,11,5,all
3.72046,51.8335,c7,11,5,all
3.72063,53.8399,c7,11,5,all
3.7208,56.9695,c7,11,5,all
3.72097,61.1506,c7,11,5,all
3.72113,66.2773,c7,11,5,all
3.7213,72.1235,c7,11,5,all
3.72147,78.3694,c7,11,5,all
3.72164,84.523,c7,11,5,all
3.72181,90.0263,c7,11,5,all
3.72197,94.1828,c7,11,5,all
3.72214,96.3882,c7,11,5,all
3.72231,96.2137,c7,11,5,all
3.72248,93.5784,c7,11,5,all
3.72264,88.6739,c7,11,5,all
3.72281,81.9215,c7,11,5,all
3.72298,73.9699,c7,11,5,all
3.72315,65.5271,c7,11,5,all
3.72331,57.2503,c7,11,5,all
3.72348,49.5813,c7,11,5,all
3.72365,42.8162,c7,11,5,all
3.72382,37.0843,c7,11,5,all
3.72399,32.4041,c7,11,5,all
3.72415,28.6269,c7,11,5,all
3.72432,25.6061,c7,11,5,all
3.72449,23.2103,c7,11,5,all
3.72466,21.3496,c7,11,5,all
3.72482,19.9512,c7,11,5,all
3.72499,18.9034,c7,11,5,all
3.72516,18.1508,c7,11,5,all
3.72533,17.6011,c7,11,5,all
3.7255,17.2601,c7,11,5,all
3.72566,17.0852,c7,11,5,all
3.72583,17.0671,c7,11,5,all
3.726,17.215,c7,11,5,all
3.72617,17.4863,c7,11,5,all
3.72633,17.8868,c7,11,5,all
3.7265,18.3749,c7,11,5,all
3.72667,18.9921,c7,11,5,all
3.72684,19.7387,c7,11,5,all
3.72701,20.6513,c7,11,5,all
3.72717,21.76,c7,11,5,all
3.72734,23.0347,c7,11,5,all
3.72751,24.5112,c7,11,5,all
3.72768,26.2275,c7,11,5,all
3.72784,28.2644,c7,11,5,all
3.72801,30.6887,c7,11,5,all
3.72818,33.4806,c7,11,5,all
3.72835,36.6968,c7,11,5,all
3.72852,40.3811,c7,11,5,all
3.72868,44.6005,c7,11,5,all
3.72885,49.3815,c7,11,5,all
3.72902,54.6975,c7,11,5,all
3.72919,60.5209,c7,11,5,all
3.72935,66.8055,c7,11,5,all
3.72952,73.4638,c7,11,5,all
3.72969,80.2883,c7,11,5,all
3.72986,86.9421,c7,11,5,all
3.73003,93.0977,c7,11,5,all
3.73019,98.332,c7,11,5,all
3.73036,102.256,c7,11,5,all
3.73053,104.454,c7,11,5,all
3.7307,104.676,c7,11,5,all
3.73086,102.85,c7,11,5,all
3.73103,99.0854,c7,11,5,all
3.7312,93.6678,c7,11,5,all
3.73137,87.014,c7,11,5,all
3.73154,79.5715,c7,11,5,all
3.7317,71.7785,c7,11,5,all
3.73187,64.0846,c7,11,5,all
3.73204,56.815,c7,11,5,all
3.73221,50.1636,c7,11,5,all
3.73237,44.1948,c7,11,5,all
3.73254,38.8948,c7,11,5,all
3.73271,34.2774,c7,11,5,all
3.73288,30.285,c7,11,5,all
3.73305,26.8645,c7,11,5,all
3.73321,23.8984,c7,11,5,all
3.73338,21.3197,c7,11,5,all
3.73355,19.1071,c7,11,5,all
3.73372,17.2081,c7,11,5,all
3.73388,15.5743,c7,11,5,all
3.73405,14.1804,c7,11,5,all
3.73422,12.9676,c7,11,5,all
3.73439,11.8838,c7,11,5,all
3.73455,10.9085,c7,11,5,all
3.73472,10.0254,c7,11,5,all
3.73489,9.25775,c7,11,5,all
3.73506,8.58234,c7,11,5,all
3.73523,7.97382,c7,11,5,all
3.73539,7.42064,c7,11,5,all
3.78388,8.2812,c6,6,3,alpha beta
3.78404,8.59095,c6,6,3,alpha beta
3.78421,8.90244,c6,6,3,alpha beta
3.78438,9.21391,c6,6,3,alpha beta
3.78455,9.53981,c6,6,3,alpha beta
3.78472,9.89338,c6,6,3,alpha beta
3.78488,10.3006,c6,6,3,alpha beta
3.78505,10.7354,c6,6,3,alpha beta
3.78522,11.1905,c6,6,3,alpha beta
3.78539,11.6732,c6,6,3,alpha beta
3.78555,12.1847,c6,6,3,alpha beta
3.78572,12.7424,c6,6,3,alpha beta
3.78589,13.3662,c6,6,3,alpha beta
3.78606,14.0546,c6,6,3,alpha beta
3.78623,14.7983,c6,6,3,alpha beta
3.78639,15.6067,c6,6,3,alpha beta
3.78656,16.4876,c6,6,3,alpha beta
3.78673,17.4516,c6,6,3,alpha beta
3.7869,18.5078,c6,6,3,alpha beta
3.78706,19.684,c6,6,3,alpha beta
3.78723,20.9795,c6,6,3,alpha beta
3.7874,22.4134,c6,6,3,alpha beta
3.78757,23.9983,c6,6,3,alpha beta
3.78774,25.7585,c6,6,3,alpha beta
3.7879,27.7309,c6,6,3,alpha beta
3.78807,29.9523,c6,6,3,alpha beta
3.78824,32.447,c6,6,3,alpha beta
3.78841,35.2277,c6,6,3,alpha beta
3.78857,38.2948,c6,6,3,alpha beta
3.78874,41.6662,c6,6,3,alpha beta
3.78891,45.3917,c6,6,3,alpha beta
3.78908,49.477,c6,6,3,alpha beta
3.78925,53.892,c6,6,3,alpha beta
3.78941,58.593,c6,6,3,alpha beta
3.78958,63.4946,c6,6,3,alpha beta
3.78975,68.5531,c6,6,3,alpha beta
3.78992,73.6617,c6,6,3,alpha beta
3.79008,78.6689,c6,6,3,alpha beta
3.79025,83.3555,c6,6,3,alpha beta
3.79042,87.4978,c6,6,3,alpha beta
3.79059,90.8987,c6,6,3,alpha beta
3.79075,93.3863,c6,6,3,alpha beta
3.79092,94.8465,c6,6,3,alpha beta
3.79109,95.209,c6,6,3,alpha beta
3.79126,94.4474,c6,6,3,alpha beta
3.79143,92.6066,c6,6,3,alpha beta
3.79159,89.8352,c6,6,3,alpha beta
3.79176,86.3535,c6,6,3,alpha beta
3.79193,82.4025,c6,6,3,alpha beta
3.7921,78.2208,c6,6,3,alpha beta
3.79226,73.9965,c6,6,3,alpha beta
3.79243,69.929,c6,6,3,alpha beta
3.7926,66.1539,c6,6,3,alpha beta
3.79277,62.7754,c6,6,3,alpha beta
3.79294,59.8223,c6,6,3,alpha beta
3.7931,57.2475,c6,6,3,alpha beta
3.79327,54.9737,c6,6,3,alpha beta
3.79344,52.8936,c6,6,3,alpha beta
3.79361,50.8792,c6,6,3,alpha beta
3.79377,48.7817,c6,6,3,alpha beta
3.79394,46.4842,c6,6,3,alpha beta
3.79411,43.9377,c6,6,3,alpha beta
3.79428,41.1651,c6,6,3,alpha beta
3.79445,38.2726,c6,6,3,alpha beta
3.79461,35.3639,c6,6,3,alpha beta
3.79478,32.5383,c6,6,3,alpha beta
3.79495,29.8788,c6,6,3,alpha beta
3.79512,27.4682,c6,6,3,alpha beta
3.79528,25.3362,c6,6,3,alpha beta
3.79545,23.5086,c6,6,3,alpha beta
3.79562,21.96,c6,6,3,alpha beta
3.79579,20.6605,c6,6,3,alpha beta
3.79596,19.5882,c6,6,3,alpha beta
3.79612,18.7096,c6,6,3,alpha beta
3.79629,18.0258,c6,6,3,alpha beta
3.79646,17.5173,c6,6,3,alpha beta
3.79663,17.1741,c6,6,3,alpha beta
3.79679,16.9693,c6,6,3,alpha beta
3.79696,16.889,c6,6,3,alpha beta
3.79713,16.9287,c6,6,3,alpha beta
3.7973,17.1021,c6,6,3,alpha beta
3.79747,17.4323,c6,6,3,alpha beta
3.79763,17.902,c6,6,3,alpha beta
3.7978,18.5102,c6,6,3,alpha beta
3.79797,19.2832,c6,6,3,alpha beta
3.79814,20.2499,c6,6,3,alpha beta
3.7983,21.4242,c6,6,3,alpha beta
3.79847,22.8106,c6,6,3,alpha beta
3.79864,24.4138,c6,6,3,alpha beta
3.79881,26.2108,c6,6,3,alpha beta
3.79898,28.1692,c6,6,3,alpha beta
3.79914,30.229,c6,6,3,alpha beta
3.79931,32.3104,c6,6,3,alpha beta
3.79948,34.2533,c6,6,3,alpha beta
3.79965,35.878,c6,6,3,alpha beta
3.79981,36.9769,c6,6,3,alpha beta
3.79998,37.437,c6,6,3,alpha beta
3.80015,37.2052,c6,6,3,alpha beta
3.80032,36.2827,c6,6,3,alpha beta
3.80048,34.7422,c6,6,3,alpha beta
3.80065,32.7055,c6,6,3,alpha beta
3.80082,30.346,c6,6,3,alpha beta
3.80099,27.8781,c6,6,3,alpha beta
3.80116,25.4747,c6,6,3,alpha beta
3.80132,23.2374,c6,6,3,alpha beta
3.80149,21.2492,c6,6,3,alpha beta
3.80166,19.54,c6,6,3,alpha beta
3.80183,18.1168,c6,6,3,alpha beta
3.80199,16.9501,c6,6,3,alpha beta
3.80216,15.9955,c6,6,3,alpha beta
3.80233,15.2439,c6,6,3,alpha beta
3.8025,14.6676,c6,6,3,alpha beta
3.80267,14.2169,c6,6,3,alpha beta
3.80283,13.8677,c6,6,3,alpha beta
3.803,13.612,c6,6,3,alpha beta
3.80317,13.4577,c6,6,3,alpha beta
3.80334,13.3812,c6,6,3,alpha beta
3.8035,13.3508,c6,6,3,alpha beta
3.80367,13.377,c6,6,3,alpha beta
3.80384,13.4862,c6,6,3,alpha beta
3.80401,13.6784,c6,6,3,alpha beta
3.80418,13.9167,c6,6,3,alpha beta
3.80434,14.1677,c6,6,3,alpha beta
3.80451,14.4464,c6,6,3,alpha beta
3.80468,14.7893,c6,6,3,alpha beta
3.80485,15.1784,c6,6,3,alpha beta
3.80501,15.5975,c6,6,3,alpha beta
3.80518,16.0443,c6,6,3,alpha beta
3.80535,16.5441,c6,6,3,alpha beta
3.80552,17.1269,c6,6,3,alpha beta
3.80569,17.7973,c6,6,3,alpha beta
3.80585,18.5508,c6,6,3,alpha beta
3.80602,19.3651,c6,6,3,alpha beta
3.80619,20.244,c6,6,3,alpha beta
3.80636,21.2197,c6,6,3,alpha beta
3.80652,22.2969,c6,6,3,alpha beta
3.80669,23.5079,c6,6,3,alpha beta
3.80686,24.8757,c6,6,3,alpha beta
3.80703,26.3922,c6,6,3,alpha beta
3.8072,28.0655,c6,6,3,alpha beta
3.80736,29.9527,c6,6,3,alpha beta
3.80753,32.0705,c6,6,3,alpha beta
3.8077,34.4557,c6,6,3,alpha beta
3.80787,37.127,c6,6,3,alpha beta
3.80803,40.1211,c6,6,3,alpha beta
3.8082,43.475,c6,6,3,alpha beta
3.80837,47.2336,c6,6,3,alpha beta
3.80854,51.4258,c6,6,3,alpha beta
3.80871,56.1103,c6,6,3,alpha beta
3.80887,61.2838,c6,6,3,alpha beta
3.80904,66.9404,c6,6,3,alpha beta
3.80921,73.0675,c6,6,3,alpha beta
3.80938,79.6569,c6,6,3,alpha beta
3.80954,86.6799,c6,6,3,alpha beta
3.80971,94.0454,c6,6,3,alpha beta
3.80988,101.549,c6,6,3,alpha beta
3.81005,108.967,c6,6,3,alpha beta
3.81022,116.062,c6,6,3,alpha beta
3.81038,122.553,c6,6,3,alpha beta
3.81055,128.149,c6,6,3,alpha beta
3.81072,132.555,c6,6,3,alpha beta
3.81089,135.531,c6,6,3,alpha beta
3.81105,136.916,c6,6,3,alpha beta
3.81122,136.594,c6,6,3,alpha beta
3.81139,134.587,c6,6,3,alpha beta
3.81156,131.002,c6,6,3,alpha beta
3.81172,126.048,c6,6,3,alpha beta
3.81189,119.997,c6,6,3,alpha beta
3.81206,113.165,c6,6,3,alpha beta
3.81223,105.899,c6,6,3,alpha beta
3.8124,98.4793,c6,6,3,alpha beta
3.81256,91.1422,c6,6,3,alpha beta
3.81273,84.037,c6,6,3,alpha beta
3.8129,77.2732,c6,6,3,alpha beta
3.81307,70.929,c6,6,3,alpha beta
3.81323,64.9816,c6,6,3,alpha beta
3.8134,59.4423,c6,6,3,alpha beta
3.81357,54.3366,c6,6,3,alpha beta
3.81374,49.6783,c6,6,3,alpha beta
3.81391,45.472,c6,6,3,alpha beta
3.81407,41.7108,c6,6,3,alpha beta
3.81424,38.3647,c6,6,3,alpha beta
3.81441,35.4141,c6,6,3,alpha beta
3.81458,32.8233,c6,6,3,alpha beta
3.81474,30.5681,c6,6,3,alpha beta
3.81491,28.6172,c6,6,3,alpha beta
3.81508,26.942,c6,6,3,alpha beta
3.81525,25.5342,c6,6,3,alpha beta
3.81542,24.3604,c6,6,3,alpha beta
3.81558,23.3803,c6,6,3,alpha beta
3.81575,22.5975,c6,6,3,alpha beta
3.81592,21.9898,c6,6,3,alpha beta
3.81609,21.5621,c6,6,3,alpha beta
3.81625,21.2912,c6,6,3,alpha beta
3.81642,21.169,c6,6,3,alpha beta
3.81659,21.2036,c6,6,3,alpha beta
3.81676,21.3937,c6,6,3,alpha beta
3.81693,21.7405,c6,6,3,alpha beta
3.81709,22.2373,c6,6,3,alpha beta
3.81726,22.8539,c6,6,3,alpha beta
3.81743,23.6101,c6,6,3,alpha beta
3.8176,24.5231,c6,6,3,alpha beta
3.81776,25.5884,c6,6,3,alpha beta
3.81793,26.792,c6,6,3,alpha beta
3.8181,28.118,c6,6,3,alpha beta
3.81827,29.5454,c6,6,3,alpha beta
3.81844,31.026,c6,6,3,alpha beta
3.8186,32.4788,c6,6,3,alpha beta
3.81877,33.7737,c6,6,3,alpha beta
3.81894,34.8195,c6,6,3,alpha beta
3.81911,35.5101,c6,6,3,alpha beta
3.81927,35.7672,c6,6,3,alpha beta
3.81944,35.5847,c6,6,3,alpha beta
3.81961,34.9686,c6,6,3,alpha beta
3.81978,34.0071,c6,6,3,alpha beta
3.81995,32.8151,c6,6,3,alpha beta
3.82011,31.5198,c6,6,3,alpha beta
3.82028,30.2245,c6,6,3,alpha beta
3.82045,29.0728,c6,6,3,alpha beta
3.82062,28.1148,c6,6,3,alpha beta
3.82078,27.3916,c6,6,3,alpha beta
3.82095,26.9543,c6,6,3,alpha beta
3.82112,26.8411,c6,6,3,alpha beta
3.82129,27.0876,c6,6,3,alpha beta
3.82146,27.6846,c6,6,3,alpha beta
3.82162,28.6045,c6,6,3,alpha beta
3.82179,29.8139,c6,6,3,alpha beta
3.82196,31.2723,c6,6,3,alpha beta
3.82213,32.9204,c6,6,3,alpha beta
3.82229,34.6884,c6,6,3,alpha beta
3.82246,36.4945,c6,6,3,alpha beta
3.82263,38.2175,c6,6,3,alpha beta
3.8228,39.7134,c6,6,3,alpha beta
3.82296,40.868,c6,6,3,alpha beta
3.82313,41.6155,c6,6,3,alpha beta
3.8233,41.8926,c6,6,3,alpha beta
3.82347,41.6264,c6,6,3,alpha beta
3.82364,40.7606,c6,6,3,alpha beta
3.8238,39.3356,c6,6,3,alpha beta
3.82397,37.477,c6,6,3,alpha beta
3.82414,35.3128,c6,6,3,alpha beta
3.82431,32.9364,c6,6,3,alpha beta
3.82447,30.484,c6,6,3,alpha beta
3.82464,28.1146,c6,6,3,alpha beta
3.82481,25.951,c6,6,3,alpha beta
3.82498,24.0549,c6,6,3,alpha beta
3.82515,22.4517,c6,6,3,alpha beta
3.82531,21.1344,c6,6,3,alpha beta
3.82548,20.0986,c6,6,3,alpha beta
3.82565,19.3487,c6,6,3,alpha beta
3.82582,18.8444,c6,6,3,alpha beta
3.82598,18.5153,c6,6,3,alpha beta
3.82615,18.2607,c6,6,3,alpha beta
3.82632,17.9783,c6,6,3,alpha beta
3.82649,17.6072,c6,6,3,alpha beta
3.82666,17.1161,c6,6,3,alpha beta
3.82682,16.4976,c6,6,3,alpha beta
3.82699,15.7592,c6,6,3,alpha beta
3.82716,14.9695,c6,6,3,alpha beta
3.82733,14.1798,c6,6,3,alpha beta
3.82749,13.4832,c6,6,3,alpha beta
3.82766,12.9249,c6,6,3,alpha beta
3.82783,12.5241,c6,6,3,alpha beta
3.828,12.2985,c6,6,3,alpha beta
3.82817,12.2448,c6,6,3,alpha beta
3.82833,12.3663,c6,6,3,alpha beta
3.8285,12.6331,c6,6,3,alpha beta
3.82867,13.0014,c6,6,3,alpha beta
3.82884,13.454,c6,6,3,alpha beta
3.829,13.9711,c6,6,3,alpha beta
3.82917,14.5315,c6,6,3,alpha beta
3.82934,15.0918,c6,6,3,alpha beta
3.82951,15.5536,c6,6,3,alpha beta
3.82968,15.8586,c6,6,3,alpha beta
3.82984,15.945,c6,6,3,alpha beta
3.83001,15.8193,c6,6,3,alpha beta
3.83018,15.4783,c6,6,3,alpha beta
3.83035,14.962,c6,6,3,alpha beta
3.83051,14.3234,c6,6,3,alpha beta
3.83068,13.6203,c6,6,3,alpha beta
3.83085,12.9275,c6,6,3,alpha beta
3.83102,12.3178,c6,6,3,alpha beta
3.83119,11.8372,c6,6,3,alpha beta
3.83135,11.5319,c6,6,3,alpha beta
3.83152,11.4067,c6,6,3,alpha beta
3.83169,11.4568,c6,6,3,alpha beta
3.83186,11.6511,c6,6,3,alpha beta
3.83202,11.9468,c6,6,3,alpha beta
3.83219,12.3295,c6,6,3,alpha beta
3.83236,12.7584,c6,6,3,alpha beta
3.83253,13.211,c6,6,3,alpha beta
3.8327,13.6635,c6,6,3,alpha beta
3.83286,14.0788,c6,6,3,alpha beta
3.83303,14.448,c6,6,3,alpha beta
3.8332,14.7406,c6,6,3,alpha beta
3.83337,14.9316,c6,6,3,alpha beta
3.83353,15.0374,c6,6,3,alpha beta
3.8337,15.097,c6,6,3,alpha beta
3.83387,15.1174,c6,6,3,alpha beta
3.83404,15.0917,c6,6,3,alpha beta
3.8342,15.0087,c6,6,3,alpha beta
3.83437,14.898,c6,6,3,alpha beta
3.83454,14.7539,c6,6,3,alpha beta
3.83471,14.6098,c6,6,3,alpha beta
3.83488,14.4179,c6,6,3,alpha beta
3.83504,14.226,c6,6,3,alpha beta
3.83521,14.0559,c6,6,3,alpha beta
3.83538,13.932,c6,6,3,alpha beta
3.83555,13.8242,c6,6,3,alpha beta
3.83571,13.7441,c6,6,3,alpha beta
3.83588,13.671,c6,6,3,alpha beta
3.83605,13.5517,c6,6,3,alpha beta
3.83622,13.3367,c6,6,3,alpha beta
3.83639,13.0202,c6,6,3,alpha beta
3.83655,12.6409,c6,6,3,alpha beta
3.83672,12.2615,c6,6,3,alpha beta
3.83689,11.8987,c6,6,3,alpha beta
3.83706,11.582,c6,6,3,alpha beta
3.83722,11.342,c6,6,3,alpha beta
3.83739,11.2034,c6,6,3,alpha beta
3.83756,11.1254,c6,6,3,alpha beta
3.83773,11.0935,c6,6,3,alpha beta
3.8379,11.0881,c6,6,3,alpha beta
3.83806,11.0827,c6,6,3,alpha beta
3.83823,11.0779,c6,6,3,alpha beta
3.8384,11.0731,c6,6,3,alpha beta
3.83857,11.0251,c6,6,3,alpha beta
3.83873,10.977,c6,6,3,alpha beta
3.8389,10.9763,c6,6,3,alpha beta
3.83907,11.0216,c6,6,3,alpha beta
3.83924,11.1287,c6,6,3,alpha beta
3.83941,11.3003,c6,6,3,alpha beta
3.83957,11.5425,c6,6,3,alpha beta
3.83974,11.8493,c6,6,3,alpha beta
3.83991,12.1884,c6,6,3,alpha beta
3.84008,12.5274,c6,6,3,alpha beta
3.84024,12.8971,c6,6,3,alpha beta
3.84041,13.2667,c6,6,3,alpha beta
3.84058,13.6807,c6,6,3,alpha beta
3.84075,14.0947,c6,6,3,alpha beta
3.84092,14.5186,c6,6,3,alpha beta
3.84108,14.9147,c6,6,3,alpha beta
3.84125,15.2434,c6,6,3,alpha beta
3.84142,15.4522,c6,6,3,alpha beta
3.84159,15.5053,c6,6,3,alpha beta
3.84175,15.3647,c6,6,3,alpha beta
3.84192,15.0223,c6,6,3,alpha beta
3.84209,14.5046,c6,6,3,alpha beta
3.84226,13.8445,c6,6,3,alpha beta
3.84243,13.1015,c6,6,3,alpha beta
3.84259,12.34,c6,6,3,alpha beta
3.84276,11.6061,c6,6,3,alpha beta
3.84293,10.9518,c6,6,3,alpha beta
3.8431,10.4175,c6,6,3,alpha beta
3.84326,10.0111,c6,6,3,alpha beta
3.84343,9.70621,c6,6,3,alpha beta
3.8436,9.446,c6,6,3,alpha beta
3.84377,9.21346,c6,6,3,alpha beta
3.84394,8.96709,c6,6,3,alpha beta
3.8441,8.67459,c6,6,3,alpha beta
3.84427,8.34058,c6,6,3,alpha beta
3.84444,7.96045,c6,6,3,alpha beta
3.84461,7.56186,c6,6,3,alpha beta
3.84477,7.19096,c6,6,3,alpha beta
3.84494,6.84451,c6,6,3,alpha beta
3.84511,6.52575,c6,6,3,alpha beta
3.84528,6.2508,c6,6,3,alpha beta
3.84544,6.05887,c6,6,3,alpha beta
3.84561,5.92806,c6,6,3,alpha beta
3.84578,5.84337,c6,6,3,alpha beta
3.84595,5.78866,c6,6,3,alpha beta
3.88135,8.10538,c4,4,1,beta P
3.88151,8.51794,c4,4,1,beta P
3.88168,8.99508,c4,4,1,beta P
3.88185,9.52122,c4,4,1,beta P
3.88202,10.0474,c4,4,1,beta P
3.88218,10.562,c4,4,1,beta P
3.88235,11.1043,c4,4,1,beta P
3.88252,11.7084,c4,4,1,beta P
3.88269,12.3125,c4,4,1,beta P
3.88286,12.9184,c4,4,1,beta P
3.88302,13.5242,c4,4,1,beta P
3.88319,14.1237,c4,4,1,beta P
3.88336,14.7232,c4,4,1,beta P
3.88353,15.3389,c4,4,1,beta P
3.88369,15.9822,c4,4,1,beta P
3.88386,16.6925,c4,4,1,beta P
